car_id,car_type,color,year,km,average_price,transmission,body_type,days,price,sold
17247,BMW_X6_2018,Black,2018,23893109,279085,Automatic,Sedan,6,287204,True
19243,BMW_X6_2018,Black,2018,21776938,279085,Automatic,Sedan,43,290642,True
2400,Seat_Ibiza_2014,Blue,2014,22644422,207391,Manual,Sedan,23,227711,True
2968,Seat_Ibiza_2014,Black,2014,24440964,207391,Manual,Sedan,14,213495,True
3064,Seat_Ibiza_2014,White,2014,31811625,207391,Manual,Sedan,3,214752,True
3927,Seat_Ibiza_2014,Red,2014,26311531,207391,Manual,Sedan,7,223445,True
6600,Seat_Ibiza_2014,Red,2014,22313424,207391,Manual,Sedan,9,211834,True
8546,Seat_Ibiza_2014,Blue,2014,31001030,207391,Manual,Sedan,52,222311,True
9427,Seat_Ibiza_2014,Red,2014,24612161,207391,Manual,Sedan,14,231913,True
9723,Seat_Ibiza_2014,Black,2014,25709538,207391,Manual,Sedan,30,230900,True
10625,Seat_Ibiza_2014,Blue,2014,24049909,207391,Manual,Sedan,16,238081,False
10785,Seat_Ibiza_2014,Black,2014,21910099,207391,Manual,Sedan,10,239066,True
11216,Seat_Ibiza_2014,Blue,2014,24857413,207391,Manual,Sedan,13,227113,True
13134,Seat_Ibiza_2014,Blue,2014,23426696,207391,Manual,Sedan,5,211188,True
17415,Seat_Ibiza_2014,Black,2014,21885404,207391,Manual,Sedan,11,216432,True
17901,Seat_Ibiza_2014,Red,2014,31230757,207391,Manual,Sedan,47,216675,True
19546,Seat_Ibiza_2014,Black,2014,26721504,207391,Manual,Sedan,22,212385,True
19846,Seat_Ibiza_2014,Red,2014,22496057,207391,Manual,Sedan,8,209945,True
4315,Hyundai_Creta_2018,White,2018,30323906,364085,Automatic,SUV,23,369141,True
7569,Hyundai_Creta_2018,Blue,2018,23412149,364085,Automatic,SUV,36,393274,True
9481,Hyundai_Creta_2018,Red,2018,29561949,364085,Automatic,SUV,15,424914,True
11190,Hyundai_Creta_2018,Red,2018,25588668,364085,Automatic,SUV,27,423503,True
13030,Hyundai_Creta_2018,Black,2018,30819059,364085,Automatic,SUV,25,419972,False
13172,Hyundai_Creta_2018,White,2018,26198100,364085,Automatic,SUV,34,384284,True
14113,Hyundai_Creta_2018,White,2018,29272024,364085,Automatic,SUV,2,412349,True
18309,Hyundai_Creta_2018,Black,2018,25197221,364085,Automatic,SUV,1,425537,True
19268,Hyundai_Creta_2018,White,2018,30317345,364085,Automatic,SUV,34,404643,True
1106,Ford_Edge_2011,Black,2011,23089847,235171,Automatic,SUV,33,263043,True
3964,Ford_Edge_2011,Black,2011,22591097,235171,Automatic,SUV,27,243459,True
5559,Ford_Edge_2011,Black,2011,23461014,235171,Automatic,SUV,9,268309,True
10071,Ford_Edge_2011,Red,2011,23769906,235171,Automatic,SUV,11,244707,True
10777,Ford_Edge_2011,White,2011,27414173,235171,Automatic,SUV,19,244559,True
11741,Ford_Edge_2011,White,2011,25213830,235171,Automatic,SUV,18,248236,True
13953,Ford_Edge_2011,White,2011,27823387,235171,Automatic,SUV,1,263850,True
17654,Ford_Edge_2011,White,2011,27824652,235171,Automatic,SUV,5,269971,True
18906,Ford_Edge_2011,Black,2011,23397951,235171,Automatic,SUV,20,258073,False
18910,Ford_Edge_2011,White,2011,25872445,235171,Automatic,SUV,14,262362,True
18937,Ford_Edge_2011,White,2011,28432959,235171,Automatic,SUV,17,257848,True
351,Dodge_Avenger_2009,Black,2009,37277516,735478,Automatic,Sedan,1,832326,False
1766,Dodge_Avenger_2009,Orange,2009,35722917,735478,Automatic,Sedan,1,858359,True
3399,Dodge_Avenger_2009,White,2009,29647460,735478,Automatic,Sedan,4,778272,False
3736,Dodge_Avenger_2009,Black,2009,36667538,735478,Automatic,Sedan,20,808022,True
4884,Dodge_Avenger_2009,White,2009,33473056,735478,Automatic,Sedan,54,757485,False
11198,Dodge_Avenger_2009,White,2009,35276386,735478,Automatic,Sedan,65,762853,True
11453,Dodge_Avenger_2009,White,2009,32014917,735478,Automatic,Sedan,4,820079,True
11715,Dodge_Avenger_2009,White,2009,30925708,735478,Automatic,Sedan,21,748976,False
11870,Dodge_Avenger_2009,Blue,2009,29247339,735478,Automatic,Sedan,34,839835,True
12245,Dodge_Avenger_2009,White,2009,31666496,735478,Automatic,Sedan,33,792244,False
13667,Dodge_Avenger_2009,Red,2009,29800289,735478,Automatic,Sedan,36,821776,False
14962,Dodge_Avenger_2009,Black,2009,29292371,735478,Automatic,Sedan,29,775253,True
16857,Dodge_Avenger_2009,White,2009,28749394,735478,Automatic,Sedan,32,788670,True
557,Dodge_Challenger_2009,White,2009,36894480,164410,Automatic,Coupe,18,191918,True
883,Dodge_Challenger_2009,Red,2009,37121948,164410,Automatic,Coupe,42,177220,True
949,Dodge_Challenger_2009,Blue,2009,37329787,164410,Automatic,Coupe,8,173991,True
1094,Dodge_Challenger_2009,White,2009,37555716,164410,Automatic,Coupe,3,191112,True
1097,Dodge_Challenger_2009,Black,2009,32346395,164410,Automatic,Coupe,52,176274,True
2504,Dodge_Challenger_2009,Red,2009,29113949,164410,Automatic,Coupe,31,173043,False
3948,Dodge_Challenger_2009,Black,2009,37116293,164410,Automatic,Coupe,9,174192,True
6989,Dodge_Challenger_2009,Black,2009,28916338,164410,Automatic,Coupe,5,186599,True
9436,Dodge_Challenger_2009,Red,2009,36259598,164410,Automatic,Coupe,16,176453,True
9973,Dodge_Challenger_2009,Red,2009,32342085,164410,Automatic,Coupe,29,190968,True
11061,Dodge_Challenger_2009,Blue,2009,37776444,164410,Automatic,Coupe,13,168453,True
12123,Dodge_Challenger_2009,Red,2009,29329980,164410,Automatic,Coupe,35,173260,True
12449,Dodge_Challenger_2009,White,2009,31474365,164410,Automatic,Coupe,37,168588,True
14199,Dodge_Challenger_2009,White,2009,28938103,164410,Automatic,Coupe,5,191436,False
15575,Dodge_Challenger_2009,Red,2009,31975644,164410,Automatic,Coupe,45,167609,True
15669,Dodge_Challenger_2009,Black,2009,31394800,164410,Automatic,Coupe,29,179985,True
18029,Dodge_Challenger_2009,Black,2009,37392139,164410,Automatic,Coupe,7,172318,True
19559,Dodge_Challenger_2009,Blue,2009,31896164,164410,Automatic,Coupe,27,174284,False
19590,Dodge_Challenger_2009,Red,2009,29013776,164410,Automatic,Coupe,32,165370,True
353,Volkswagen_Gol_2011,Black,2011,12653012,912348,Automatic,SUV,13,1065299,True
2795,Volkswagen_Gol_2011,Black,2011,12303447,912348,Automatic,SUV,11,1013413,True
4317,Volkswagen_Gol_2011,White,2011,15105070,912348,Automatic,SUV,38,1042754,True
5495,Volkswagen_Gol_2011,Black,2011,7703733,912348,Automatic,SUV,4,994822,True
5700,Volkswagen_Gol_2011,Blue,2011,12404796,912348,Automatic,SUV,1,987959,False
9577,Volkswagen_Gol_2011,Red,2011,9136191,912348,Automatic,SUV,23,1029495,True
15430,Volkswagen_Gol_2011,White,2011,14978821,912348,Automatic,SUV,33,1051876,True
1655,Chevrolet_Tahoe_2015,White,2015,17411059,886851,Automatic,Sedan,18,998899,True
4054,Chevrolet_Tahoe_2015,Red,2015,17109963,886851,Automatic,Sedan,26,981461,True
4670,Chevrolet_Tahoe_2015,Red,2015,23876575,886851,Automatic,Sedan,44,967620,True
5204,Chevrolet_Tahoe_2015,White,2015,23055812,886851,Automatic,Sedan,41,991506,True
7180,Chevrolet_Tahoe_2015,Black,2015,20660442,886851,Automatic,Sedan,25,991395,True
8456,Chevrolet_Tahoe_2015,Black,2015,22616993,886851,Automatic,Sedan,1,955520,True
11102,Chevrolet_Tahoe_2015,Black,2015,19296833,886851,Automatic,Sedan,2,1027620,True
13398,Chevrolet_Tahoe_2015,Blue,2015,24131639,886851,Automatic,Sedan,36,959958,True
14229,Chevrolet_Tahoe_2015,Black,2015,19998892,886851,Automatic,Sedan,40,987373,True
18187,Chevrolet_Tahoe_2015,Black,2015,25286904,886851,Automatic,Sedan,27,947798,True
19112,Chevrolet_Tahoe_2015,Black,2015,18776716,886851,Automatic,Sedan,6,958963,True
19796,Chevrolet_Tahoe_2015,Red,2015,21680398,886851,Automatic,Sedan,13,899780,False
2165,Chevrolet_Camaro_2018,Blue,2018,14953175,346206,Automatic,Truck,10,354270,False
2892,Chevrolet_Camaro_2018,Black,2018,19767336,346206,Automatic,Truck,8,391007,True
7036,Chevrolet_Camaro_2018,White,2018,11799757,346206,Automatic,Truck,17,377552,True
9471,Chevrolet_Camaro_2018,Black,2018,14394392,346206,Automatic,Truck,28,384053,True
11381,Chevrolet_Camaro_2018,Black,2018,16612934,346206,Automatic,Truck,7,370990,False
16523,Chevrolet_Camaro_2018,Black,2018,15195050,346206,Automatic,Truck,20,364188,True
16560,Chevrolet_Camaro_2018,Black,2018,16647863,346206,Automatic,Truck,35,389147,True
19419,Chevrolet_Camaro_2018,Red,2018,11521707,346206,Automatic,Truck,22,404997,True
19501,Chevrolet_Camaro_2018,Orange,2018,14964061,346206,Automatic,Truck,29,385362,True
843,Seat_Leon_2012,Black,2012,14114097,326206,Automatic,SUV,23,333604,True
3808,Seat_Leon_2012,Red,2012,18050462,326206,Automatic,SUV,23,382570,True
4394,Seat_Leon_2012,Orange,2012,15673560,326206,Automatic,SUV,6,360324,True
5228,Seat_Leon_2012,Blue,2012,14189311,326206,Automatic,SUV,21,373435,True
5653,Seat_Leon_2012,Red,2012,19612359,326206,Automatic,SUV,21,347258,True
5978,Seat_Leon_2012,Blue,2012,16999989,326206,Automatic,SUV,24,373794,True
7523,Seat_Leon_2012,Black,2012,20571688,326206,Automatic,SUV,13,375504,False
13182,Seat_Leon_2012,Black,2012,14955075,326206,Automatic,SUV,2,361066,True
14123,Seat_Leon_2012,Blue,2012,16131686,326206,Automatic,SUV,15,346051,True
14216,Seat_Leon_2012,Black,2012,20997842,326206,Automatic,SUV,25,341342,True
15272,Seat_Leon_2012,Red,2012,14685016,326206,Automatic,SUV,7,335882,True
16117,Seat_Leon_2012,Black,2012,17738816,326206,Automatic,SUV,13,359772,True
17464,Seat_Leon_2012,Black,2012,20771587,326206,Automatic,SUV,21,365556,True
17666,Seat_Leon_2012,White,2012,15602443,326206,Automatic,SUV,33,331780,True
18733,Seat_Leon_2012,Black,2012,14388458,326206,Automatic,SUV,10,359012,True
19650,Seat_Leon_2012,Red,2012,19923327,326206,Automatic,SUV,21,359941,True
19853,Seat_Leon_2012,Blue,2012,18901465,326206,Automatic,SUV,16,345642,True
359,Volkswagen_Saveiro_2020,Red,2020,14777891,954239,Automatic,Sedan,47,1059451,True
5430,Volkswagen_Saveiro_2020,White,2020,17793377,954239,Automatic,Sedan,27,997971,True
8538,Volkswagen_Saveiro_2020,Black,2020,21085969,954239,Automatic,Sedan,26,982621,False
11831,Volkswagen_Saveiro_2020,Red,2020,18409549,954239,Automatic,Sedan,5,1112386,True
12752,Volkswagen_Saveiro_2020,White,2020,14964603,954239,Automatic,Sedan,1,1091868,False
13652,Volkswagen_Saveiro_2020,Black,2020,14440121,954239,Automatic,Sedan,8,1120998,True
15989,Volkswagen_Saveiro_2020,White,2020,15783704,954239,Automatic,Sedan,22,1018844,False
17606,Volkswagen_Saveiro_2020,White,2020,15095978,954239,Automatic,Sedan,19,1049420,True
19362,Volkswagen_Saveiro_2020,Blue,2020,22147640,954239,Automatic,Sedan,4,1056924,True
3164,GMC_Acadia_2019,White,2019,26380486,426032,Manual,SUV,22,446236,True
4369,GMC_Acadia_2019,White,2019,28653258,426032,Manual,SUV,37,487501,True
5727,GMC_Acadia_2019,Black,2019,23688569,426032,Manual,SUV,6,476611,False
5964,GMC_Acadia_2019,Blue,2019,26325213,426032,Manual,SUV,29,455550,True
10394,GMC_Acadia_2019,White,2019,28868315,426032,Manual,SUV,44,496453,True
10634,GMC_Acadia_2019,Red,2019,23192300,426032,Manual,SUV,18,436840,True
12080,GMC_Acadia_2019,Black,2019,26613419,426032,Manual,SUV,14,497973,True
13099,GMC_Acadia_2019,Orange,2019,20132806,426032,Manual,SUV,41,483918,True
15808,GMC_Acadia_2019,Red,2019,26643839,426032,Manual,SUV,3,473547,True
19304,GMC_Acadia_2019,Black,2019,21011662,426032,Manual,SUV,59,500625,True
1102,Jaguar_XJ_2012,Orange,2012,25836738,755237,Manual,SUV,2,874525,True
3402,Jaguar_XJ_2012,Red,2012,18064373,755237,Manual,SUV,3,769643,True
8974,Jaguar_XJ_2012,Red,2012,20816715,755237,Manual,SUV,26,887054,False
10096,Jaguar_XJ_2012,Blue,2012,25804091,755237,Manual,SUV,10,871017,False
13525,Jaguar_XJ_2012,Blue,2012,18069697,755237,Manual,SUV,9,811449,False
18847,Jaguar_XJ_2012,Blue,2012,17284446,755237,Manual,SUV,18,867653,True
19350,Jaguar_XJ_2012,Black,2012,24956823,755237,Manual,SUV,52,811824,True
2278,Toyota_Avanza_2008,Black,2008,23534663,423634,Manual,Coupe,29,471505,True
2539,Toyota_Avanza_2008,Black,2008,23431772,423634,Manual,Coupe,16,435719,False
2904,Toyota_Avanza_2008,Blue,2008,18828595,423634,Manual,Coupe,33,459222,True
3047,Toyota_Avanza_2008,Black,2008,22012712,423634,Manual,Coupe,28,445434,True
3629,Toyota_Avanza_2008,White,2008,22455894,423634,Manual,Coupe,9,485635,True
3983,Toyota_Avanza_2008,Blue,2008,20663968,423634,Manual,Coupe,17,426705,True
8920,Toyota_Avanza_2008,Black,2008,25285355,423634,Manual,Coupe,48,481370,True
9729,Toyota_Avanza_2008,White,2008,26466693,423634,Manual,Coupe,7,429518,False
12105,Toyota_Avanza_2008,White,2008,24651041,423634,Manual,Coupe,2,428721,False
13917,Toyota_Avanza_2008,Red,2008,23145052,423634,Manual,Coupe,29,451812,True
16417,Toyota_Avanza_2008,Black,2008,24784229,423634,Manual,Coupe,45,458048,True
17533,Toyota_Avanza_2008,Red,2008,21223773,423634,Manual,Coupe,31,459928,True
18270,Toyota_Avanza_2008,Blue,2008,27914470,423634,Manual,Coupe,33,488209,True
364,Mercedes Benz_Sprinter Crew Cab L4_2011,White,2011,27561237,162223,Automatic,Sedan,34,161794,True
419,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,26079627,162223,Automatic,Sedan,31,183889,False
1518,Mercedes Benz_Sprinter Crew Cab L4_2011,White,2011,25311705,162223,Automatic,Sedan,19,166558,True
2068,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,32814649,162223,Automatic,Sedan,55,176416,True
4923,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,25331732,162223,Automatic,Sedan,9,179527,False
4976,Mercedes Benz_Sprinter Crew Cab L4_2011,Orange,2011,34136374,162223,Automatic,Sedan,1,190033,True
5637,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,30971835,162223,Automatic,Sedan,9,168731,True
6460,Mercedes Benz_Sprinter Crew Cab L4_2011,White,2011,32540427,162223,Automatic,Sedan,47,173902,True
7990,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,28298850,162223,Automatic,Sedan,31,186749,True
8887,Mercedes Benz_Sprinter Crew Cab L4_2011,Red,2011,28213113,162223,Automatic,Sedan,26,163277,False
10398,Mercedes Benz_Sprinter Crew Cab L4_2011,Red,2011,28214264,162223,Automatic,Sedan,26,170895,False
11042,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,27211152,162223,Automatic,Sedan,5,188231,True
11177,Mercedes Benz_Sprinter Crew Cab L4_2011,Blue,2011,29447586,162223,Automatic,Sedan,29,183827,True
13537,Mercedes Benz_Sprinter Crew Cab L4_2011,White,2011,27096434,162223,Automatic,Sedan,25,176518,False
16668,Mercedes Benz_Sprinter Crew Cab L4_2011,Blue,2011,27520823,162223,Automatic,Sedan,1,183966,True
17713,Mercedes Benz_Sprinter Crew Cab L4_2011,Black,2011,34908309,162223,Automatic,Sedan,34,184917,True
19554,Mercedes Benz_Sprinter Crew Cab L4_2011,White,2011,28575500,162223,Automatic,Sedan,27,170961,True
694,Volkswagen_Polo_2013,White,2013,26436403,860174,Automatic,Sedan,10,956533,True
1533,Volkswagen_Polo_2013,Black,2013,33491043,860174,Automatic,Sedan,50,994936,True
2090,Volkswagen_Polo_2013,White,2013,31610523,860174,Automatic,Sedan,22,938666,True
3728,Volkswagen_Polo_2013,Red,2013,24510615,860174,Automatic,Sedan,5,1006353,True
5266,Volkswagen_Polo_2013,Black,2013,32661726,860174,Automatic,Sedan,43,883062,False
5387,Volkswagen_Polo_2013,Black,2013,26340727,860174,Automatic,Sedan,4,983247,True
7948,Volkswagen_Polo_2013,Black,2013,27776021,860174,Automatic,Sedan,57,933107,True
16035,Volkswagen_Polo_2013,White,2013,32635715,860174,Automatic,Sedan,14,909220,False
16717,Volkswagen_Polo_2013,Blue,2013,33393682,860174,Automatic,Sedan,6,971975,True
370,Volkswagen_Caddy Maxi_2020,Red,2020,11113317,391052,Automatic,SUV,17,414639,True
6936,Volkswagen_Caddy Maxi_2020,Blue,2020,9921694,391052,Automatic,SUV,12,396448,True
8052,Volkswagen_Caddy Maxi_2020,White,2020,14487741,391052,Automatic,SUV,7,434609,True
8816,Volkswagen_Caddy Maxi_2020,Red,2020,14321166,391052,Automatic,SUV,9,450814,True
11496,Volkswagen_Caddy Maxi_2020,White,2020,5988569,391052,Automatic,SUV,16,449215,True
12081,Volkswagen_Caddy Maxi_2020,White,2020,13738807,391052,Automatic,SUV,23,422911,True
14500,Volkswagen_Caddy Maxi_2020,Black,2020,15952980,391052,Automatic,SUV,2,431414,True
394,Porsche_Macan_2016,White,2016,19006110,561341,Automatic,SUV,13,613833,True
868,Porsche_Macan_2016,White,2016,13705744,561341,Automatic,SUV,5,590043,True
1004,Porsche_Macan_2016,Black,2016,16102529,561341,Automatic,SUV,1,616361,True
2415,Porsche_Macan_2016,Red,2016,20571182,561341,Automatic,SUV,13,595150,True
2660,Porsche_Macan_2016,Black,2016,18615585,561341,Automatic,SUV,20,625947,True
6218,Porsche_Macan_2016,White,2016,12471933,561341,Automatic,SUV,24,644778,True
6435,Porsche_Macan_2016,Black,2016,20946568,561341,Automatic,SUV,17,634396,True
8286,Porsche_Macan_2016,White,2016,16534751,561341,Automatic,SUV,22,608726,True
9213,Porsche_Macan_2016,Black,2016,19116427,561341,Automatic,SUV,13,645746,True
9802,Porsche_Macan_2016,Blue,2016,19462063,561341,Automatic,SUV,19,658095,True
10237,Porsche_Macan_2016,White,2016,16633301,561341,Automatic,SUV,24,576280,True
10363,Porsche_Macan_2016,White,2016,13086858,561341,Automatic,SUV,16,586375,True
11083,Porsche_Macan_2016,Black,2016,13406397,561341,Automatic,SUV,22,654145,True
15573,Porsche_Macan_2016,Red,2016,12175629,561341,Automatic,SUV,8,640229,True
19062,Porsche_Macan_2016,White,2016,19506346,561341,Automatic,SUV,37,637211,True
19450,Porsche_Macan_2016,Black,2016,17427626,561341,Automatic,SUV,27,650396,True
372,Ford_Edge_2019,Black,2019,31892581,473748,Automatic,Sedan,48,528388,True
1077,Ford_Edge_2019,Black,2019,27073876,473748,Automatic,Sedan,53,546232,True
2368,Ford_Edge_2019,Black,2019,24013926,473748,Automatic,Sedan,7,539366,True
2818,Ford_Edge_2019,White,2019,26402059,473748,Automatic,Sedan,33,496755,True
3691,Ford_Edge_2019,Red,2019,22837906,473748,Automatic,Sedan,31,512644,True
4022,Ford_Edge_2019,Black,2019,26671527,473748,Automatic,Sedan,8,478467,False
7237,Ford_Edge_2019,Black,2019,24506214,473748,Automatic,Sedan,9,513892,True
7489,Ford_Edge_2019,Red,2019,22627118,473748,Automatic,Sedan,17,556465,True
8406,Ford_Edge_2019,Black,2019,23593429,473748,Automatic,Sedan,18,533663,True
9351,Ford_Edge_2019,White,2019,22765427,473748,Automatic,Sedan,15,530020,True
13176,Ford_Edge_2019,White,2019,28298445,473748,Automatic,Sedan,37,539406,True
13869,Ford_Edge_2019,Red,2019,30037867,473748,Automatic,Sedan,32,509706,True
17046,Ford_Edge_2019,Black,2019,25704327,473748,Automatic,Sedan,31,484162,True
1703,Honda_City_2011,Black,2011,18700690,756330,Automatic,Truck,5,865368,True
2266,Honda_City_2011,Black,2011,21388667,756330,Automatic,Truck,42,787827,True
3148,Honda_City_2011,Black,2011,21083946,756330,Automatic,Truck,20,828312,False
7019,Honda_City_2011,Blue,2011,18306130,756330,Automatic,Truck,1,769797,True
9759,Honda_City_2011,Blue,2011,22390511,756330,Automatic,Truck,18,854251,True
10828,Honda_City_2011,Blue,2011,20905346,756330,Automatic,Truck,32,851602,False
13074,Honda_City_2011,Red,2011,19074425,756330,Automatic,Truck,45,811664,True
13200,Honda_City_2011,Orange,2011,17375242,756330,Automatic,Truck,6,833564,True
18617,Honda_City_2011,Red,2011,15059896,756330,Automatic,Truck,31,861299,True
18995,Honda_City_2011,Black,2011,19063791,756330,Automatic,Truck,8,870620,True
438,Nissan_Tsuru_2015,Blue,2015,25812260,809958,Automatic,Sedan,27,891462,True
1381,Nissan_Tsuru_2015,White,2015,23157932,809958,Automatic,Sedan,4,855803,True
2482,Nissan_Tsuru_2015,White,2015,28469527,809958,Automatic,Sedan,62,867266,True
4301,Nissan_Tsuru_2015,Black,2015,26941240,809958,Automatic,Sedan,8,938893,True
8321,Nissan_Tsuru_2015,Black,2015,20480188,809958,Automatic,Sedan,37,821066,True
8389,Nissan_Tsuru_2015,Black,2015,24373942,809958,Automatic,Sedan,46,859595,True
10070,Nissan_Tsuru_2015,Red,2015,23097958,809958,Automatic,Sedan,46,926956,True
12260,Nissan_Tsuru_2015,White,2015,22526278,809958,Automatic,Sedan,40,823874,True
13716,Nissan_Tsuru_2015,White,2015,20510013,809958,Automatic,Sedan,40,879142,True
13866,Nissan_Tsuru_2015,Black,2015,23750370,809958,Automatic,Sedan,28,851404,True
15749,Nissan_Tsuru_2015,Red,2015,25858242,809958,Automatic,Sedan,6,880257,True
16653,Nissan_Tsuru_2015,Black,2015,22382159,809958,Automatic,Sedan,9,849469,False
17009,Nissan_Tsuru_2015,Red,2015,27126622,809958,Automatic,Sedan,2,915454,True
18848,Nissan_Tsuru_2015,White,2015,26709989,809958,Automatic,Sedan,34,834236,True
19892,Nissan_Tsuru_2015,White,2015,25094823,809958,Automatic,Sedan,1,917169,True
1362,Ford_Edge_2013,Blue,2013,26365792,946853,Manual,SUV,47,1077885,True
2736,Ford_Edge_2013,White,2013,23099019,946853,Manual,SUV,72,1061652,True
5241,Ford_Edge_2013,Blue,2013,22874476,946853,Manual,SUV,16,982913,True
7751,Ford_Edge_2013,Red,2013,22955123,946853,Manual,SUV,9,985932,True
8614,Ford_Edge_2013,Blue,2013,25221428,946853,Manual,SUV,43,988445,True
11812,Ford_Edge_2013,Black,2013,23513629,946853,Manual,SUV,44,1033292,True
14596,Ford_Edge_2013,Red,2013,28892653,946853,Manual,SUV,24,1078268,True
18578,Ford_Edge_2013,Black,2013,25617669,946853,Manual,SUV,7,1058675,True
19595,Ford_Edge_2013,Blue,2013,31429985,946853,Manual,SUV,8,1037420,True
623,Ford_Transit_2018,Black,2018,26570803,331617,Automatic,Truck,24,360310,True
3022,Ford_Transit_2018,White,2018,33197876,331617,Automatic,Truck,37,376590,False
7452,Ford_Transit_2018,Red,2018,27554797,331617,Automatic,Truck,37,357548,True
9421,Ford_Transit_2018,Blue,2018,27627368,331617,Automatic,Truck,29,360445,True
9746,Ford_Transit_2018,Red,2018,34905505,331617,Automatic,Truck,15,379223,True
10555,Ford_Transit_2018,Red,2018,35105442,331617,Automatic,Truck,30,367151,True
10745,Ford_Transit_2018,Black,2018,36417019,331617,Automatic,Truck,66,372292,True
13455,Ford_Transit_2018,Black,2018,34838476,331617,Automatic,Truck,32,342646,True
13836,Ford_Transit_2018,Orange,2018,27163108,331617,Automatic,Truck,2,374011,True
18362,Ford_Transit_2018,Blue,2018,27289159,331617,Automatic,Truck,21,383169,True
19005,Ford_Transit_2018,White,2018,28511691,331617,Automatic,Truck,25,388966,True
19197,Ford_Transit_2018,Black,2018,27508058,331617,Automatic,Truck,20,362721,True
381,Audi_Q3_2018,Black,2018,26715970,124302,Automatic,Sedan,26,141177,True
1218,Audi_Q3_2018,Black,2018,32869337,124302,Automatic,Sedan,65,136596,True
4294,Audi_Q3_2018,Blue,2018,30194061,124302,Automatic,Sedan,25,139853,True
5104,Audi_Q3_2018,Black,2018,31238574,124302,Automatic,Sedan,4,138640,False
5383,Audi_Q3_2018,Blue,2018,25795487,124302,Automatic,Sedan,32,132698,True
7737,Audi_Q3_2018,Black,2018,24067924,124302,Automatic,Sedan,36,137439,True
7768,Audi_Q3_2018,Black,2018,26949546,124302,Automatic,Sedan,36,120514,True
7821,Audi_Q3_2018,Black,2018,31596874,124302,Automatic,Sedan,17,127504,False
8114,Audi_Q3_2018,Black,2018,30842932,124302,Automatic,Sedan,6,126823,True
11212,Audi_Q3_2018,Black,2018,27154833,124302,Automatic,Sedan,37,126513,True
12056,Audi_Q3_2018,Black,2018,30338863,124302,Automatic,Sedan,30,137783,True
19196,Audi_Q3_2018,White,2018,27337824,124302,Automatic,Sedan,29,137046,True
544,Chevrolet_Malibu_2008,Black,2008,25113535,582601,Automatic,SUV,6,633440,False
1628,Chevrolet_Malibu_2008,Blue,2008,20878353,582601,Automatic,SUV,11,592837,True
4013,Chevrolet_Malibu_2008,Red,2008,23212075,582601,Automatic,SUV,8,676613,True
4586,Chevrolet_Malibu_2008,Black,2008,20048956,582601,Automatic,SUV,2,657754,False
13284,Chevrolet_Malibu_2008,Black,2008,21751354,582601,Automatic,SUV,33,646334,True
18054,Chevrolet_Malibu_2008,Blue,2008,17917206,582601,Automatic,SUV,33,666809,True
19280,Chevrolet_Malibu_2008,Blue,2008,25451843,582601,Automatic,SUV,29,591671,True
383,Jeep_Cherokee_2018,White,2018,15970941,687843,Manual,SUV,36,805668,False
1271,Jeep_Cherokee_2018,White,2018,9445618,687843,Manual,SUV,30,708629,True
2138,Jeep_Cherokee_2018,Red,2018,12965112,687843,Manual,SUV,16,779736,True
3261,Jeep_Cherokee_2018,Black,2018,19007448,687843,Manual,SUV,20,734314,True
4419,Jeep_Cherokee_2018,Blue,2018,11979670,687843,Manual,SUV,10,808888,True
7284,Jeep_Cherokee_2018,Red,2018,10624764,687843,Manual,SUV,8,705758,True
7492,Jeep_Cherokee_2018,White,2018,16487799,687843,Manual,SUV,12,729786,True
9322,Jeep_Cherokee_2018,Black,2018,17739179,687843,Manual,SUV,19,731841,True
13311,Jeep_Cherokee_2018,White,2018,16348804,687843,Manual,SUV,32,765322,True
14743,Jeep_Cherokee_2018,White,2018,11998779,687843,Manual,SUV,14,724698,False
14791,Jeep_Cherokee_2018,Blue,2018,12478048,687843,Manual,SUV,12,708726,True
16775,Jeep_Cherokee_2018,Blue,2018,15067782,687843,Manual,SUV,13,698386,True
18957,Jeep_Cherokee_2018,White,2018,19125319,687843,Manual,SUV,16,732274,True
19186,Jeep_Cherokee_2018,Red,2018,10898694,687843,Manual,SUV,1,752757,True
4640,Honda_Accord_2009,Black,2009,28726497,720281,Automatic,Coupe,78,728875,True
4839,Honda_Accord_2009,Black,2009,25073250,720281,Automatic,Coupe,1,751973,True
6284,Honda_Accord_2009,Black,2009,30532601,720281,Automatic,Coupe,61,843413,True
8838,Honda_Accord_2009,Red,2009,25191305,720281,Automatic,Coupe,2,750300,True
8958,Honda_Accord_2009,Red,2009,29698993,720281,Automatic,Coupe,10,840286,True
9310,Honda_Accord_2009,Black,2009,26845013,720281,Automatic,Coupe,13,834303,True
11517,Honda_Accord_2009,Black,2009,26364476,720281,Automatic,Coupe,17,842370,True
13179,Honda_Accord_2009,Red,2009,32626034,720281,Automatic,Coupe,10,737976,True
15576,Honda_Accord_2009,Black,2009,28298617,720281,Automatic,Coupe,20,765005,True
385,Volvo_S40_2009,White,2009,22389921,196058,Automatic,Truck,15,223276,True
